Platform,Campaign_Name,Date,Region,Device_Type,Audience_Segment,Campaign_Objective,Impressions,Reach,Frequency,Clicks,CTR(%),CPC($),CPM($),Spend($),Engagements,Engagement_Rate(%),Cost_per_Engagement($),Conversions,Conversion_Rate(%),Avg_Order_Value($),Revenue($),Profit($),Profit_Margin,ROAS,CAC($),ROI(%),Revenue_per_Dollar
Meta,Flash_Deals,2025-09-19,Asia-Pacific,Mobile,High-Value Customers,Traffic,88972,88788,1.0,4091,4.6,0.74,34.03,3027.34,6646,7.47,0.46,773,18.9,18.37,14200.01,6390.0,0.45,4.69,3.92,369.06,4.69
Meta,Flash_Deals,2025-09-20,Europe,Mobile,New Customers,Traffic,107615,75969,1.42,5088,4.73,1.11,52.48,5647.68,9568,8.89,0.59,1079,21.21,49.76,53691.04,27919.34,0.52,9.51,5.23,850.67,9.51
Meta,Flash_Deals,2025-09-21,Asia-Pacific,Mobile,New Customers,Awareness,207525,206512,1.0,3852,1.86,1.35,25.06,5200.2,8788,4.23,0.59,252,6.54,21.79,5491.08,1537.5,0.28,1.06,20.64,5.59,1.06
Meta,Flash_Deals,2025-09-22,Asia-Pacific,Tablet,Returning Customers,Retention,244095,186086,1.31,8648,3.54,1.41,49.95,12193.68,2454,1.01,4.97,596,6.89,36.3,21634.8,10168.36,0.47,1.77,20.46,77.43,1.77
Meta,Flash_Deals,2025-09-23,India,Tablet,High-Value Customers,Retention,198415,134906,1.47,4336,2.19,0.82,17.92,3555.52,11034,5.56,0.32,870,20.06,49.57,43125.9,19837.91,0.46,12.13,4.09,1112.93,12.13
Meta,Flash_Deals,2025-09-24,Asia-Pacific,Mobile,New Customers,Traffic,243216,221513,1.1,2017,0.83,1.11,9.21,2238.87,11009,4.53,0.2,701,34.75,29.49,20672.49,5374.85,0.26,9.23,3.19,823.34,9.23
Meta,Flash_Deals,2025-09-25,Europe,Tablet,Returning Customers,Traffic,203744,200994,1.01,2312,1.13,1.14,12.94,2635.68,2551,1.25,1.03,1081,46.76,48.97,52936.57,15880.97,0.3,20.08,2.44,1908.46,20.08
Meta,Flash_Deals,2025-09-26,India,Mobile,High-Value Customers,Traffic,236618,201653,1.17,7917,3.35,0.85,28.44,6729.45,3182,1.34,2.11,312,3.94,21.57,6729.84,2153.55,0.32,1.0,21.57,0.01,1.0
Meta,Flash_Deals,2025-09-27,Asia-Pacific,Desktop,New Customers,Traffic,85896,52966,1.62,7432,8.65,1.38,119.4,10256.16,3865,4.5,2.65,1119,15.06,23.43,26218.17,12322.54,0.47,2.56,9.17,155.63,2.56
Meta,Flash_Deals,2025-09-28,Europe,Tablet,Returning Customers,Awareness,95350,88401,1.08,7472,7.84,1.21,94.82,9041.12,4776,5.01,1.89,490,6.56,46.16,22618.4,9499.73,0.42,2.5,18.45,150.17,2.5
Meta,Festival_Blast,2025-06-01,Asia-Pacific,Desktop,High-Value Customers,Traffic,122894,76265,1.61,6669,5.43,0.27,14.65,1800.63,2935,2.39,0.61,924,13.86,41.75,38577.0,10030.02,0.26,21.42,1.95,2042.42,21.42
Meta,Festival_Blast,2025-06-02,Europe,Tablet,Returning Customers,Conversions,295994,256241,1.16,7341,2.48,0.39,9.67,2862.99,5174,1.75,0.55,541,7.37,32.73,17706.93,4780.87,0.27,6.18,5.29,518.48,6.18
Meta,Festival_Blast,2025-06-03,Asia-Pacific,Tablet,High-Value Customers,Awareness,185537,128113,1.45,4010,2.16,0.62,13.4,2486.2,10198,5.5,0.24,594,14.81,40.22,23890.68,10750.81,0.45,9.61,4.19,860.93,9.61
Meta,Festival_Blast,2025-06-04,India,Mobile,New Customers,Traffic,116815,111853,1.04,6807,5.83,1.45,84.49,9870.15,8601,7.36,1.15,775,11.39,30.47,23614.25,10862.56,0.46,2.39,12.74,139.25,2.39
Meta,Festival_Blast,2025-06-05,Europe,Desktop,New Customers,Traffic,142780,113586,1.26,3141,2.2,0.82,18.04,2575.62,4581,3.21,0.56,311,9.9,23.3,7246.3,2463.74,0.34,2.81,8.28,181.34,2.81
Meta,Festival_Blast,2025-06-06,North America,Desktop,High-Value Customers,Conversions,80637,51733,1.56,4554,5.65,0.73,41.23,3324.42,7470,9.26,0.45,1192,26.17,23.75,28310.0,12456.4,0.44,8.52,2.79,751.58,8.52
Meta,Festival_Blast,2025-06-07,India,Desktop,High-Value Customers,Traffic,122121,118047,1.03,7452,6.1,1.14,69.56,8495.28,2245,1.84,3.78,653,8.76,26.23,17128.19,4795.89,0.28,2.02,13.01,101.62,2.02
Meta,Festival_Blast,2025-06-08,India,Desktop,New Customers,Traffic,164410,108985,1.51,4711,2.87,0.49,14.04,2308.39,7452,4.53,0.31,372,7.9,30.11,11200.92,3136.26,0.28,4.85,6.21,385.23,4.85
Meta,Festival_Blast,2025-06-09,North America,Tablet,Returning Customers,Awareness,211777,179770,1.18,6941,3.28,1.02,33.43,7079.82,8473,4.0,0.84,903,13.01,31.65,28579.95,8859.78,0.31,4.04,7.84,303.68,4.04
Meta,Festival_Blast,2025-06-10,India,Mobile,High-Value Customers,Conversions,209010,137827,1.52,3046,1.46,1.0,14.57,3046.0,8107,3.88,0.38,793,26.03,32.7,25931.1,8557.26,0.33,8.51,3.84,751.32,8.51
Meta,Festival_Blast,2025-06-11,Asia-Pacific,Tablet,Returning Customers,Traffic,166409,158592,1.05,7644,4.59,1.09,50.07,8331.96,5375,3.23,1.55,648,8.48,24.4,15811.2,7589.38,0.48,1.9,12.86,89.77,1.9
Meta,Festival_Blast,2025-06-12,Asia-Pacific,Mobile,Returning Customers,Awareness,281352,274133,1.03,5963,2.12,0.85,18.01,5068.55,6962,2.47,0.73,906,15.19,25.03,22677.18,8617.33,0.38,4.47,5.59,347.41,4.47
Meta,Festival_Blast,2025-06-13,North America,Mobile,New Customers,Traffic,131509,101955,1.29,5956,4.53,0.81,36.68,4824.36,9620,7.32,0.5,996,16.72,26.83,26722.68,6947.9,0.26,5.54,4.84,453.91,5.54
Meta,Festival_Blast,2025-06-14,Asia-Pacific,Mobile,Returning Customers,Traffic,226627,209276,1.08,7783,3.43,1.11,38.12,8639.13,8677,3.83,1.0,751,9.65,20.55,15433.05,7407.86,0.48,1.79,11.5,78.64,1.79
Meta,Festival_Blast,2025-06-15,India,Tablet,New Customers,Conversions,100579,78081,1.29,2788,2.77,1.13,31.32,3150.44,10027,9.97,0.31,664,23.82,17.73,11772.72,3649.54,0.31,3.74,4.74,273.68,3.74
Meta,Festival_Blast,2025-06-16,Europe,Mobile,High-Value Customers,Retention,256545,174315,1.47,5651,2.2,0.84,18.5,4746.84,11711,4.56,0.41,319,5.65,31.36,10003.84,4901.88,0.49,2.11,14.88,110.75,2.11
Meta,Festival_Blast,2025-06-17,Europe,Mobile,Returning Customers,Retention,182660,141930,1.29,1972,1.08,1.34,14.47,2642.48,2057,1.13,1.28,727,36.87,27.94,20312.38,6906.21,0.34,7.69,3.63,668.69,7.69
Meta,Festival_Blast,2025-06-18,India,Tablet,New Customers,Retention,98168,84332,1.16,2637,2.69,0.7,18.8,1845.9,11999,12.22,0.15,495,18.77,41.39,20488.05,10653.79,0.52,11.1,3.73,1009.92,11.1
Meta,Festival_Blast,2025-06-19,India,Desktop,New Customers,Retention,256965,184796,1.39,2544,0.99,1.48,14.65,3765.12,6265,2.44,0.6,912,35.85,48.58,44304.96,22152.48,0.5,11.77,4.13,1076.72,11.77
Meta,Festival_Blast,2025-06-20,Asia-Pacific,Tablet,New Customers,Conversions,170846,103828,1.65,7692,4.5,1.44,64.83,11076.48,2926,1.71,3.79,587,7.63,37.18,21824.66,8511.62,0.39,1.97,18.87,97.04,1.97
Meta,Festival_Blast,2025-06-21,Europe,Desktop,Returning Customers,Traffic,115377,106895,1.08,5373,4.66,1.27,59.14,6823.71,4342,3.76,1.57,938,17.46,44.8,42022.4,15968.51,0.38,6.16,7.27,515.83,6.16
Meta,Festival_Blast,2025-06-22,Europe,Mobile,Returning Customers,Conversions,195803,157798,1.24,5014,2.56,1.14,29.19,5715.96,11204,5.72,0.51,945,18.85,40.94,38688.3,19731.03,0.51,6.77,6.05,576.85,6.77
Meta,Festival_Blast,2025-06-23,Europe,Mobile,New Customers,Conversions,128826,125273,1.03,1609,1.25,1.04,12.99,1673.36,7236,5.62,0.23,1196,74.33,36.07,43139.72,18981.48,0.44,25.78,1.4,2478.03,25.78
Meta,Festival_Blast,2025-06-24,India,Tablet,Returning Customers,Retention,216425,165863,1.3,3808,1.76,1.11,19.53,4226.88,7756,3.58,0.54,804,21.11,37.52,30166.08,9653.15,0.32,7.14,5.26,613.67,7.14
Meta,Festival_Blast,2025-06-25,North America,Desktop,High-Value Customers,Awareness,99202,93590,1.06,4984,5.02,0.55,27.63,2741.2,5773,5.82,0.47,1031,20.69,29.82,30744.42,14449.88,0.47,11.22,2.66,1021.57,11.22
Meta,Festival_Blast,2025-06-26,India,Desktop,New Customers,Conversions,138533,100168,1.38,6103,4.41,1.2,52.87,7323.6,11894,8.59,0.62,735,12.04,20.37,14971.95,4641.3,0.31,2.04,9.96,104.43,2.04
Meta,Festival_Blast,2025-06-27,Europe,Mobile,High-Value Customers,Retention,254429,160136,1.59,2567,1.01,0.58,5.85,1488.86,8212,3.23,0.18,507,19.75,18.89,9577.23,4884.39,0.51,6.43,2.94,543.26,6.43
Meta,Festival_Blast,2025-06-28,North America,Desktop,Returning Customers,Traffic,270576,263442,1.03,5858,2.17,1.35,29.23,7908.3,1063,0.39,7.44,1052,17.96,45.59,47960.68,20623.09,0.43,6.06,7.52,506.46,6.06
Meta,Festival_Blast,2025-06-29,North America,Mobile,Returning Customers,Conversions,279848,212582,1.32,1942,0.69,1.1,7.63,2136.2,8686,3.1,0.25,1097,56.49,28.61,31385.17,14751.03,0.47,14.69,1.95,1369.21,14.69
Meta,Festival_Blast,2025-06-30,Europe,Mobile,New Customers,Awareness,168414,157678,1.07,7992,4.75,1.22,57.89,9750.24,1006,0.6,9.69,1026,12.84,17.92,18385.92,5331.92,0.29,1.89,9.5,88.57,1.89
Meta,Festival_Blast,2025-07-01,Asia-Pacific,Tablet,Returning Customers,Traffic,194796,179320,1.09,7749,3.98,0.57,22.67,4416.93,7892,4.05,0.56,360,4.65,20.12,7243.2,1883.23,0.26,1.64,12.27,63.99,1.64
Meta,Festival_Blast,2025-07-02,Asia-Pacific,Tablet,Returning Customers,Conversions,202972,199880,1.02,4518,2.23,0.92,20.48,4156.56,3117,1.54,1.33,1087,24.06,16.98,18457.26,6829.19,0.37,4.44,3.82,344.05,4.44
Meta,Festival_Blast,2025-07-03,Europe,Mobile,Returning Customers,Traffic,178518,131508,1.36,6952,3.89,0.68,26.48,4727.36,1755,0.98,2.69,329,4.73,48.35,15907.15,8748.93,0.55,3.36,14.37,236.49,3.36
Meta,Festival_Blast,2025-07-04,India,Desktop,Returning Customers,Traffic,193552,190002,1.02,8622,4.45,1.26,56.13,10863.72,1100,0.57,9.88,954,11.06,21.74,20739.96,7258.99,0.35,1.91,11.39,90.91,1.91
Meta,Festival_Blast,2025-07-05,Europe,Tablet,High-Value Customers,Conversions,292784,182399,1.61,2967,1.01,0.77,7.8,2284.59,5373,1.84,0.43,217,7.31,23.53,5106.01,1838.16,0.36,2.23,10.53,123.5,2.23
Meta,Festival_Blast,2025-07-06,India,Tablet,High-Value Customers,Conversions,248076,203593,1.22,5272,2.13,0.39,8.29,2056.08,10068,4.06,0.2,1010,19.16,21.26,21472.6,10951.03,0.51,10.44,2.04,944.35,10.44
Meta,Festival_Blast,2025-07-07,Asia-Pacific,Mobile,New Customers,Awareness,91077,90157,1.01,7757,8.52,0.78,66.43,6050.46,11131,12.22,0.54,551,7.1,17.18,9466.18,4543.77,0.48,1.56,10.98,56.45,1.56
Meta,Festival_Blast,2025-07-08,Europe,Mobile,New Customers,Traffic,155395,120727,1.29,4453,2.87,0.34,9.74,1514.02,7305,4.7,0.21,718,16.12,15.36,11028.48,3749.68,0.34,7.28,2.11,628.42,7.28
Meta,Festival_Blast,2025-07-09,Europe,Desktop,High-Value Customers,Traffic,156042,96270,1.62,3927,2.52,0.52,13.09,2042.04,1378,0.88,1.48,1015,25.85,26.07,26461.05,8467.54,0.32,12.96,2.01,1195.81,12.96
Meta,Festival_Blast,2025-07-10,India,Tablet,Returning Customers,Retention,267018,258631,1.03,4780,1.79,1.15,20.59,5497.0,5624,2.11,0.98,457,9.56,33.86,15474.02,4332.73,0.28,2.81,12.03,181.5,2.81
Meta,Festival_Blast,2025-07-11,Asia-Pacific,Desktop,Returning Customers,Awareness,257403,252661,1.02,1509,0.59,1.44,8.44,2172.96,5553,2.16,0.39,596,39.5,21.07,12557.72,5525.4,0.44,5.78,3.65,477.91,5.78
Meta,Festival_Blast,2025-07-12,Asia-Pacific,Desktop,High-Value Customers,Traffic,156118,155573,1.0,4838,3.1,0.74,22.93,3580.12,10828,6.94,0.33,150,3.1,17.71,2656.5,1354.82,0.51,0.74,23.87,-25.8,0.74
Meta,Festival_Blast,2025-07-13,Asia-Pacific,Mobile,High-Value Customers,Traffic,236896,165954,1.43,7526,3.18,1.4,44.48,10536.4,10097,4.26,1.04,1002,13.31,31.98,32043.96,12497.14,0.39,3.04,10.52,204.13,3.04
Meta,Festival_Blast,2025-07-14,Europe,Tablet,New Customers,Retention,225148,185786,1.21,3788,1.68,0.66,11.1,2500.08,6905,3.07,0.36,725,19.14,29.0,21025.0,7148.5,0.34,8.41,3.45,740.97,8.41
Meta,Festival_Blast,2025-07-15,India,Desktop,New Customers,Traffic,117255,101800,1.15,7150,6.1,1.48,90.25,10582.0,9155,7.81,1.16,1187,16.6,20.61,24464.07,12721.32,0.52,2.31,8.91,131.19,2.31
Meta,Festival_Blast,2025-07-16,India,Mobile,New Customers,Awareness,281365,189403,1.49,8248,2.93,0.26,7.62,2144.48,4659,1.66,0.46,712,8.63,24.01,17095.12,7521.85,0.44,7.97,3.01,697.17,7.97
Meta,Festival_Blast,2025-07-17,India,Tablet,High-Value Customers,Traffic,176646,115083,1.53,4965,2.81,1.34,37.66,6653.1,7870,4.46,0.85,737,14.84,44.36,32693.32,16673.59,0.51,4.91,9.03,391.4,4.91
Meta,Festival_Blast,2025-07-18,Europe,Tablet,High-Value Customers,Conversions,99393,84446,1.18,7733,7.78,1.32,102.7,10207.56,10474,10.54,0.97,159,2.06,42.22,6712.98,2215.28,0.33,0.66,64.2,-34.24,0.66
Meta,Festival_Blast,2025-07-19,Europe,Desktop,High-Value Customers,Traffic,218516,143462,1.52,2314,1.06,1.26,13.34,2915.64,1563,0.72,1.87,245,10.59,44.08,10799.6,5723.79,0.53,3.7,11.9,270.4,3.7
Meta,Festival_Blast,2025-07-20,North America,Tablet,Returning Customers,Awareness,165151,142562,1.16,8786,5.32,0.52,27.66,4568.72,7779,4.71,0.59,814,9.26,17.98,14635.72,5415.22,0.37,3.2,5.61,220.35,3.2
Meta,Festival_Blast,2025-07-21,Europe,Desktop,High-Value Customers,Awareness,238597,177748,1.34,6516,2.73,0.87,23.76,5668.92,6056,2.54,0.94,378,5.8,18.51,6996.78,2938.65,0.42,1.23,15.0,23.42,1.23
Meta,Festival_Blast,2025-07-22,North America,Mobile,High-Value Customers,Retention,240764,231177,1.04,6948,2.89,0.98,28.28,6809.04,8447,3.51,0.81,510,7.34,31.73,16182.3,8576.62,0.53,2.38,13.35,137.66,2.38
Meta,Festival_Blast,2025-07-23,India,Desktop,High-Value Customers,Retention,151347,117876,1.28,3750,2.48,0.63,15.61,2362.5,10588,7.0,0.22,1030,27.47,32.69,33670.7,12458.16,0.37,14.25,2.29,1325.21,14.25
Meta,Festival_Blast,2025-07-24,Asia-Pacific,Tablet,Returning Customers,Conversions,241232,160173,1.51,6606,2.74,0.5,13.69,3303.0,9529,3.95,0.35,388,5.87,34.46,13370.48,7353.76,0.55,4.05,8.51,304.8,4.05
Meta,Festival_Blast,2025-07-25,Europe,Desktop,High-Value Customers,Traffic,222391,192558,1.15,6408,2.88,0.63,18.15,4037.04,4923,2.21,0.82,926,14.45,34.45,31900.7,12122.27,0.38,7.9,4.36,690.2,7.9
Meta,Festival_Blast,2025-07-26,India,Mobile,High-Value Customers,Retention,195102,141414,1.38,3524,1.81,1.26,22.76,4440.24,5250,2.69,0.85,259,7.35,49.99,12947.41,4143.17,0.32,2.92,17.14,191.59,2.92
Meta,Festival_Blast,2025-07-27,North America,Desktop,Returning Customers,Awareness,200413,151885,1.32,8397,4.19,1.04,43.57,8732.88,2385,1.19,3.66,933,11.11,27.06,25246.98,6311.74,0.25,2.89,9.36,189.1,2.89
Meta,Festival_Blast,2025-07-28,Europe,Desktop,High-Value Customers,Traffic,264928,250128,1.06,3647,1.38,0.72,9.91,2625.84,11293,4.26,0.23,971,26.62,44.37,43083.27,13355.81,0.31,16.41,2.7,1540.74,16.41
Meta,Festival_Blast,2025-07-29,Asia-Pacific,Desktop,High-Value Customers,Traffic,194270,175521,1.11,4561,2.35,0.33,7.75,1505.13,5830,3.0,0.26,1200,26.31,38.48,46176.0,22164.48,0.48,30.68,1.25,2967.91,30.68
Meta,Festival_Blast,2025-07-30,Europe,Tablet,High-Value Customers,Conversions,109084,101604,1.07,5650,5.18,1.09,56.46,6158.5,11497,10.54,0.54,736,13.03,29.09,21410.24,7707.69,0.36,3.48,8.37,247.65,3.48
Meta,Festival_Blast,2025-07-31,North America,Desktop,Returning Customers,Retention,244130,206914,1.18,2323,0.95,1.45,13.8,3368.35,11219,4.6,0.3,458,19.72,27.02,12375.16,5321.32,0.43,3.67,7.35,267.4,3.67
Meta,Festival_Blast,2025-08-01,India,Desktop,High-Value Customers,Conversions,166657,135587,1.23,6334,3.8,0.73,27.74,4623.82,3054,1.83,1.51,569,8.98,39.33,22378.77,6266.06,0.28,4.84,8.13,383.99,4.84
Meta,Festival_Blast,2025-08-02,India,Mobile,Returning Customers,Conversions,232887,174087,1.34,2705,1.16,1.27,14.75,3435.35,3082,1.32,1.11,1050,38.82,15.97,16768.5,5030.55,0.3,4.88,3.27,388.12,4.88
Meta,Festival_Blast,2025-08-03,Asia-Pacific,Tablet,High-Value Customers,Retention,263675,197739,1.33,7645,2.9,1.25,36.24,9556.25,10146,3.85,0.94,1159,15.16,26.69,30933.71,14229.51,0.46,3.24,8.25,223.7,3.24
Meta,Festival_Blast,2025-08-04,Asia-Pacific,Tablet,New Customers,Conversions,165377,123617,1.34,4356,2.63,1.33,35.03,5793.48,10598,6.41,0.55,820,18.82,24.86,20385.2,8765.64,0.43,3.52,7.07,251.86,3.52
Meta,Festival_Blast,2025-08-05,India,Desktop,New Customers,Conversions,180680,162826,1.11,7720,4.27,0.94,40.16,7256.8,5320,2.94,1.36,561,7.27,17.56,9851.16,3053.86,0.31,1.36,12.94,35.75,1.36
Meta,Festival_Blast,2025-08-06,North America,Tablet,High-Value Customers,Awareness,81339,69568,1.17,1794,2.21,0.48,10.59,861.12,9645,11.86,0.09,1142,63.66,16.04,18317.68,5128.95,0.28,21.27,0.75,2027.19,21.27
Meta,Festival_Blast,2025-08-07,India,Mobile,New Customers,Awareness,166942,110707,1.51,4001,2.4,1.21,29.0,4841.21,4255,2.55,1.14,670,16.75,31.18,20890.6,6893.9,0.33,4.32,7.23,331.52,4.32
Meta,Festival_Blast,2025-08-08,India,Mobile,Returning Customers,Retention,206827,191197,1.08,2056,0.99,0.82,8.15,1685.92,4224,2.04,0.4,1074,52.24,44.77,48082.98,16829.04,0.35,28.52,1.57,2752.03,28.52
Meta,Festival_Blast,2025-08-09,North America,Mobile,Returning Customers,Conversions,264128,165083,1.6,3617,1.37,1.43,19.58,5172.31,2672,1.01,1.94,1136,31.41,35.58,40418.88,14146.61,0.35,7.81,4.55,681.45,7.81
Meta,Festival_Blast,2025-08-10,North America,Desktop,New Customers,Awareness,197259,118852,1.66,8199,4.16,0.28,11.64,2295.72,11422,5.79,0.2,136,1.66,24.05,3270.8,1242.9,0.38,1.42,16.88,42.47,1.42
Meta,Festival_Blast,2025-08-11,Europe,Desktop,Returning Customers,Conversions,283547,229454,1.24,7472,2.64,1.03,27.14,7696.16,11064,3.9,0.7,1189,15.91,22.32,26538.48,13269.24,0.5,3.45,6.47,244.83,3.45
Meta,Festival_Blast,2025-08-12,India,Tablet,High-Value Customers,Traffic,102417,83808,1.22,8731,8.52,0.62,52.85,5413.22,2588,2.53,2.09,165,1.89,25.74,4247.1,1741.31,0.41,0.78,32.81,-21.54,0.78
Meta,Festival_Blast,2025-08-13,Europe,Mobile,New Customers,Retention,187039,165216,1.13,7555,4.04,1.15,46.45,8688.25,4386,2.34,1.98,353,4.67,28.38,10018.14,3305.99,0.33,1.15,24.61,15.31,1.15
Meta,Festival_Blast,2025-08-14,Asia-Pacific,Mobile,Returning Customers,Awareness,178358,144823,1.23,3992,2.24,0.53,11.86,2115.76,2277,1.28,0.93,618,15.48,15.75,9733.5,3601.39,0.37,4.6,3.42,360.05,4.6
Meta,Festival_Blast,2025-08-15,North America,Desktop,New Customers,Traffic,106276,103724,1.02,4028,3.79,0.97,36.76,3907.16,3170,2.98,1.23,735,18.25,22.52,16552.2,6124.31,0.37,4.24,5.32,323.64,4.24
Meta,Festival_Blast,2025-08-16,India,Mobile,Returning Customers,Traffic,290728,213709,1.36,6179,2.13,0.51,10.84,3151.29,1518,0.52,2.08,117,1.89,33.13,3876.21,1899.34,0.49,1.23,26.93,23.0,1.23
Meta,Festival_Blast,2025-08-17,North America,Desktop,New Customers,Conversions,229248,221745,1.03,3821,1.67,0.88,14.67,3362.48,2748,1.2,1.22,243,6.36,21.48,5219.64,2140.05,0.41,1.55,13.84,55.23,1.55
Meta,Festival_Blast,2025-08-18,Europe,Desktop,Returning Customers,Awareness,143148,141658,1.01,6108,4.27,1.42,60.59,8673.36,10736,7.5,0.81,1095,17.93,37.35,40898.25,21267.09,0.52,4.72,7.92,371.54,4.72
Meta,Festival_Blast,2025-08-19,Europe,Tablet,High-Value Customers,Traffic,128831,100495,1.28,7493,5.82,1.34,77.94,10040.62,10729,8.33,0.94,602,8.03,27.41,16500.82,8415.42,0.51,1.64,16.68,64.34,1.64
Meta,Festival_Blast,2025-08-20,North America,Desktop,New Customers,Conversions,196425,179887,1.09,8338,4.24,0.49,20.8,4085.62,4270,2.17,0.96,1031,12.37,16.98,17506.38,7002.55,0.4,4.28,3.96,328.49,4.28
Meta,Festival_Blast,2025-08-21,Europe,Mobile,Returning Customers,Awareness,245931,152133,1.62,7513,3.05,1.07,32.69,8038.91,10075,4.1,0.8,210,2.8,41.57,8729.7,3928.37,0.45,1.09,38.28,8.59,1.09
Meta,Festival_Blast,2025-08-22,India,Desktop,Returning Customers,Awareness,151704,131691,1.15,4261,2.81,0.76,21.35,3238.36,1218,0.8,2.66,1155,27.11,20.47,23642.85,8511.43,0.36,7.3,2.8,630.09,7.3
Meta,Festival_Blast,2025-08-23,Asia-Pacific,Desktop,New Customers,Traffic,127390,122070,1.04,1628,1.28,0.73,9.33,1188.44,9530,7.48,0.12,1200,73.71,20.07,24084.0,13005.36,0.54,20.27,0.99,1926.52,20.27
Meta,Festival_Blast,2025-08-24,India,Desktop,High-Value Customers,Traffic,235488,142374,1.65,2907,1.23,0.26,3.21,755.82,2016,0.86,0.37,885,30.44,31.42,27806.7,8342.01,0.3,36.79,0.85,3579.01,36.79
Meta,Festival_Blast,2025-08-25,Asia-Pacific,Tablet,New Customers,Awareness,173365,104065,1.67,6898,3.98,1.26,50.13,8691.48,10340,5.96,0.84,555,8.05,15.42,8558.1,4450.21,0.52,0.98,15.66,-1.53,0.98
Meta,Festival_Blast,2025-08-26,North America,Mobile,High-Value Customers,Traffic,203366,175893,1.16,3809,1.87,1.01,18.92,3847.09,11274,5.54,0.34,609,15.99,48.79,29713.11,14856.56,0.5,7.72,6.32,672.35,7.72
Meta,Festival_Blast,2025-08-27,Asia-Pacific,Tablet,New Customers,Retention,88100,54532,1.62,5533,6.28,0.69,43.33,3817.77,1086,1.23,3.52,556,10.05,29.26,16268.56,4067.14,0.25,4.26,6.87,326.13,4.26
Meta,Festival_Blast,2025-08-28,Asia-Pacific,Desktop,High-Value Customers,Traffic,233815,202506,1.15,6317,2.7,0.4,10.81,2526.8,10420,4.46,0.24,1080,17.1,33.8,36504.0,17521.92,0.48,14.45,2.34,1344.67,14.45
Meta,Festival_Blast,2025-08-29,Asia-Pacific,Mobile,Returning Customers,Awareness,167538,107627,1.56,5231,3.12,1.16,36.22,6067.96,5053,3.02,1.2,475,9.08,31.04,14744.0,3980.88,0.27,2.43,12.77,142.98,2.43
Meta,Festival_Blast,2025-08-30,North America,Mobile,High-Value Customers,Traffic,185231,147687,1.25,8165,4.41,0.74,32.62,6042.1,5869,3.17,1.03,920,11.27,15.66,14407.2,5042.52,0.35,2.38,6.57,138.45,2.38
Meta,Festival_Blast,2025-08-31,North America,Tablet,Returning Customers,Conversions,241741,183222,1.32,1901,0.79,0.55,4.33,1045.55,1302,0.54,0.8,172,9.05,43.05,7404.6,3035.89,0.41,7.08,6.08,608.2,7.08
Meta,Festival_Blast,2025-09-01,North America,Desktop,New Customers,Conversions,219999,180250,1.22,6720,3.05,1.13,34.52,7593.6,2058,0.94,3.69,236,3.51,31.33,7393.88,2366.04,0.32,0.97,32.18,-2.63,0.97
Meta,Festival_Blast,2025-09-02,Asia-Pacific,Desktop,New Customers,Conversions,89415,58765,1.52,5950,6.65,1.02,67.87,6069.0,4981,5.57,1.22,598,10.05,42.05,25145.9,9303.98,0.37,4.14,10.15,314.33,4.14
Meta,Festival_Blast,2025-09-03,Europe,Mobile,New Customers,Awareness,195640,192375,1.02,5455,2.79,1.08,30.11,5891.4,3495,1.79,1.69,528,9.68,41.18,21743.04,6305.48,0.29,3.69,11.16,269.06,3.69
Meta,Festival_Blast,2025-09-04,India,Mobile,High-Value Customers,Traffic,104104,88457,1.18,7148,6.87,0.36,24.72,2573.28,1047,1.01,2.46,673,9.42,27.53,18527.69,10004.95,0.54,7.2,3.82,620.0,7.2
Meta,Festival_Blast,2025-09-05,Europe,Tablet,High-Value Customers,Retention,171506,127791,1.34,5758,3.36,0.48,16.12,2763.84,7420,4.33,0.37,844,14.66,21.72,18331.68,5316.19,0.29,6.63,3.27,563.27,6.63
Meta,Festival_Blast,2025-09-06,Europe,Desktop,Returning Customers,Retention,139655,108632,1.29,7834,5.61,0.71,39.83,5562.14,8011,5.74,0.69,227,2.9,25.18,5715.86,1714.76,0.3,1.03,24.5,2.76,1.03
Meta,Festival_Blast,2025-09-07,Asia-Pacific,Mobile,New Customers,Awareness,142854,115347,1.24,3283,2.3,0.98,22.52,3217.34,2749,1.92,1.17,986,30.03,38.14,37606.04,19179.08,0.51,11.69,3.26,1068.86,11.69
Meta,Festival_Blast,2025-09-08,Europe,Tablet,New Customers,Retention,130757,119240,1.1,5725,4.38,0.47,20.58,2690.75,5470,4.18,0.49,329,5.75,18.3,6020.7,1565.38,0.26,2.24,8.18,123.76,2.24
Meta,Festival_Blast,2025-09-09,India,Mobile,High-Value Customers,Conversions,207241,166469,1.24,4308,2.08,1.33,27.65,5729.64,1006,0.49,5.7,589,13.67,39.42,23218.38,9055.17,0.39,4.05,9.73,305.23,4.05
Meta,Festival_Blast,2025-09-10,North America,Tablet,Returning Customers,Conversions,92591,91034,1.02,7936,8.57,1.17,100.28,9285.12,9990,10.79,0.93,983,12.39,19.98,19640.34,6677.72,0.34,2.12,9.45,111.52,2.12
Meta,Festival_Blast,2025-09-11,North America,Mobile,High-Value Customers,Traffic,161558,102723,1.57,1644,1.02,1.04,10.58,1709.76,9807,6.07,0.17,389,23.66,15.11,5877.79,2762.56,0.47,3.44,4.4,243.78,3.44
